label,image_path,xmin,ymin,xmax,ymax,image_width,image_height
Headwear,11372366_1638799599741184_378363063_n.jpg,172,107,271,185,750,750
Headwear,11372366_1638799599741184_378363063_n.jpg,480,190,586,241,750,750
Tee,11372366_1638799599741184_378363063_n.jpg,441,295,624,570,750,750
Tee,11372366_1638799599741184_378363063_n.jpg,136,382,257,637,750,750
Trousers,11372366_1638799599741184_378363063_n.jpg,163,549,373,648,750,750
Jacket,11372366_1638799599741184_378363063_n.jpg,45,243,347,603,750,750
Brassiere,11372404_415963991925212_330397745_n.jpg,323,111,378,172,562,562
Leggings,11372404_415963991925212_330397745_n.jpg,317,197,380,351,562,562
Footwear,11372404_415963991925212_330397745_n.jpg,323,355,344,381,562,562
Footwear,11372404_415963991925212_330397745_n.jpg,340,322,364,355,562,562
Dress,11375240_1627785324129470_1246167823_n.jpg,19,163,435,610,504,630
Handbag,11373555_1595873757362950_19617336_n.jpg,474,432,613,530,640,640
Handbag,11373555_1595873757362950_19617336_n.jpg,229,283,261,340,640,640
Dress,11373555_1595873757362950_19617336_n.jpg,71,106,264,390,640,640
Romper,11373555_1595873757362950_19617336_n.jpg,352,149,582,582,640,640
High heels,11373555_1595873757362950_19617336_n.jpg,164,556,201,628,640,640
Blazer,11375324_843006972447493_1377283759_n.jpg,85,46,289,316,612,612
Jumpsuit,11375324_843006972447493_1377283759_n.jpg,96,104,232,532,612,612
High heels,11375324_843006972447493_1377283759_n.jpg,96,521,140,612,612,612
High heels,11375324_843006972447493_1377283759_n.jpg,176,510,217,602,612,612
Shirt,11373675_1603886519880652_1583637232_n.jpg,366,108,517,317,640,640
Shorts,11373675_1603886519880652_1583637232_n.jpg,429,305,519,431,640,640
Footwear,11373675_1603886519880652_1583637232_n.jpg,452,537,525,594,640,640
Footwear,11373675_1603886519880652_1583637232_n.jpg,491,488,534,573,640,640
Tank,11375771_408514526008991_1155279883_n.jpg,37,11,275,495,640,640
Top,11375771_408514526008991_1155279883_n.jpg,383,111,536,300,640,640
Leggings,11375771_408514526008991_1155279883_n.jpg,388,280,604,572,640,640
Footwear,11375771_408514526008991_1155279883_n.jpg,443,564,490,625,640,640
Footwear,11375771_408514526008991_1155279883_n.jpg,569,561,620,630,640,640
Tank,11375797_351249508419021_977823893_n.jpg,277,165,533,490,612,612
Blouse,11375815_683025725135572_1603033780_n.jpg,204,192,322,359,612,612
Sweatpants,11375815_683025725135572_1603033780_n.jpg,198,316,324,521,612,612
High heels,11375815_683025725135572_1603033780_n.jpg,192,484,244,549,612,612
High heels,11375815_683025725135572_1603033780_n.jpg,256,515,303,570,612,612
Handbag,11374287_1624720534444519_363092865_n.jpg,676,494,902,717,1079,1209
Headwear,11374287_1624720534444519_363092865_n.jpg,557,10,721,155,1079,1209
Tee,11374287_1624720534444519_363092865_n.jpg,280,221,472,658,1079,1209
Tee,11374287_1624720534444519_363092865_n.jpg,569,263,714,670,1079,1209
Shorts,11374287_1624720534444519_363092865_n.jpg,548,662,660,745,1079,1209
Trousers,11374287_1624720534444519_363092865_n.jpg,99,590,451,1017,1079,1209
Footwear,11374287_1624720534444519_363092865_n.jpg,26,1026,200,1198,1079,1209
Footwear,11374287_1624720534444519_363092865_n.jpg,305,1026,402,1207,1079,1209
Footwear,11374287_1624720534444519_363092865_n.jpg,482,1027,583,1203,1079,1209
Footwear,11374287_1624720534444519_363092865_n.jpg,726,1038,822,1203,1079,1209
Jacket,11374287_1624720534444519_363092865_n.jpg,124,23,568,717,1079,1209
Jacket,11374287_1624720534444519_363092865_n.jpg,486,155,872,825,1079,1209
Sunglasses,11373724_790716271020274_1654740314_n.jpg,139,62,184,84,612,612
Brassiere,11373724_790716271020274_1654740314_n.jpg,134,154,201,189,612,612
Top,11373724_790716271020274_1654740314_n.jpg,84,116,231,269,612,612
Skirt,11373724_790716271020274_1654740314_n.jpg,102,220,231,340,612,612
Handbag,11373724_790716271020274_1654740314_n.jpg,124,230,197,283,612,612
High heels,11373724_790716271020274_1654740314_n.jpg,89,490,128,579,612,612
High heels,11373724_790716271020274_1654740314_n.jpg,131,518,176,590,612,612
Top,11375834_1897900280434992_1559807670_n.jpg,166,178,292,439,473,473
Jeans,11375834_1897900280434992_1559807670_n.jpg,127,429,319,473,473,473
Jacket,11375834_1897900280434992_1559807670_n.jpg,79,128,426,473,473,473
Coat,11374324_410305469170393_256108994_n.jpg,324,194,817,1080,1080,1080
Headwear,11374324_410305469170393_256108994_n.jpg,706,638,900,873,1080,1080
Jeans,11374324_410305469170393_256108994_n.jpg,318,576,664,1076,1080,1080
Tee,11374324_410305469170393_256108994_n.jpg,455,218,621,606,1080,1080
Dress,11375875_713213355490639_1011267248_n.jpg,349,173,579,925,1080,1080
High heels,11375875_713213355490639_1011267248_n.jpg,417,917,490,1050,1080,1080
High heels,11375875_713213355490639_1011267248_n.jpg,503,912,567,1023,1080,1080
Leggings,11374246_422487147924090_1122072211_n.jpg,84,499,330,639,640,640
Jacket,11374246_422487147924090_1122072211_n.jpg,31,69,379,565,640,640
Top,11376299_356254584585136_1933798430_n.jpg,117,115,208,245,612,612
Jeans,11376299_356254584585136_1933798430_n.jpg,100,118,214,517,612,612
High heels,11376299_356254584585136_1933798430_n.jpg,124,516,162,587,612,612
High heels,11376299_356254584585136_1933798430_n.jpg,163,516,200,586,612,612
Sunglasses,11374723_1630929277153410_1193110101_n.jpg,275,74,374,109,640,640
Dress,11374723_1630929277153410_1193110101_n.jpg,190,131,437,640,640,640
Headwear,11374773_658529820958460_548024990_n.jpg,211,0,355,101,640,640
Sweatpants,11374773_658529820958460_548024990_n.jpg,221,439,436,638,640,640
Hoodie,11374773_658529820958460_548024990_n.jpg,129,146,448,472,640,640
Belt,11374796_935416249830412_843569748_n.jpg,166,304,349,409,640,640
Top,11374796_935416249830412_843569748_n.jpg,85,142,283,279,640,640
Shorts,11374796_935416249830412_843569748_n.jpg,163,294,378,467,640,640
Top,11377446_901290306599071_1014810531_n.jpg,100,158,373,494,612,612
Shorts,11377446_901290306599071_1014810531_n.jpg,169,455,377,560,612,612
Jeans,11376000_731190300327051_561172961_n.jpg,24,210,155,588,612,612
Tee,11376000_731190300327051_561172961_n.jpg,25,25,151,231,612,612
Dress,11376000_731190300327051_561172961_n.jpg,310,175,588,402,612,612
Handbag,11376714_370689323125171_37738150_n.jpg,139,293,199,366,612,612
Handbag,11376714_370689323125171_37738150_n.jpg,347,409,454,531,612,612
Dress,11376714_370689323125171_37738150_n.jpg,57,89,189,398,612,612
Dress,11376714_370689323125171_37738150_n.jpg,373,131,609,570,612,612
High heels,11376714_370689323125171_37738150_n.jpg,30,535,82,612,612,612
High heels,11376714_370689323125171_37738150_n.jpg,95,544,171,609,612,612
Skirt,11377487_1624927751080772_1878902362_n.jpg,168,347,307,406,640,640
Sweater,11377487_1624927751080772_1878902362_n.jpg,166,195,302,379,640,640
Footwear,11377487_1624927751080772_1878902362_n.jpg,207,538,235,579,640,640
Footwear,11377487_1624927751080772_1878902362_n.jpg,236,542,258,576,640,640
Skirt,11377314_934127859992779_1745321650_n.jpg,242,254,370,405,612,612
Handbag,11377314_934127859992779_1745321650_n.jpg,229,353,326,454,612,612
Sweater,11377314_934127859992779_1745321650_n.jpg,236,86,377,300,612,612
Footwear,11377314_934127859992779_1745321650_n.jpg,258,496,299,587,612,612
Footwear,11377314_934127859992779_1745321650_n.jpg,297,498,333,593,612,612
Blouse,11377429_382163928657775_1322541572_n.jpg,134,189,458,408,640,640
Shorts,11377429_382163928657775_1322541572_n.jpg,198,202,409,585,640,640
Brassiere,11377552_1454762131506404_687823894_n.jpg,46,280,559,640,640,640
Tee,11377510_1606006112973712_1466633443_n.jpg,477,218,506,250,612,612
Dress,11377510_1606006112973712_1466633443_n.jpg,151,216,379,548,612,612
Shorts,11377510_1606006112973712_1466633443_n.jpg,484,246,501,266,612,612
Swimwear,11377510_1606006112973712_1466633443_n.jpg,178,296,319,339,612,612
Tee,11378187_1075566105804386_1798794277_n.jpg,250,120,316,206,640,640
Coat,11378196_114479988885497_1320808998_n.jpg,181,14,430,612,612,612
Sweatpants,11377958_700506190076160_423561222_n.jpg,229,564,412,640,640,640
Jacket,11377958_700506190076160_423561222_n.jpg,174,259,474,563,640,640
Sunglasses,11378273_387537844781132_1245501399_n.jpg,222,107,352,165,612,612
Suit,11378273_387537844781132_1245501399_n.jpg,137,203,501,612,612,612
Dress,11378164_565612536913233_260741385_n.jpg,158,298,492,582,612,612
Footwear,11378164_565612536913233_260741385_n.jpg,1,535,121,587,612,612
Footwear,11378164_565612536913233_260741385_n.jpg,56,577,160,612,612,612
Top,11378657_1580978768831605_1811357784_n.jpg,418,313,771,594,900,900
Shorts,11378657_1580978768831605_1811357784_n.jpg,411,580,681,865,900,900
Luggage and bags,11378833_1413897448936359_791368656_n.jpg,366,316,507,521,640,640
Dress,11378833_1413897448936359_791368656_n.jpg,207,211,447,614,640,640
Shirt,11378411_848641438516814_1242221900_n.jpg,103,180,538,640,640,640
Tank,11378841_1599564960315245_1646724960_n.jpg,279,233,327,301,612,612
Sweatpants,11378841_1599564960315245_1646724960_n.jpg,281,304,324,384,612,612
Footwear,11378841_1599564960315245_1646724960_n.jpg,276,383,294,405,612,612
Footwear,11378841_1599564960315245_1646724960_n.jpg,306,388,320,404,612,612
Luggage and bags,11378869_1612454168993503_631759728_n.jpg,142,247,337,577,612,612
Luggage and bags,11378869_1612454168993503_631759728_n.jpg,208,321,449,612,612,612
Tee,11377842_114568232209711_1777354668_n.jpg,0,181,172,612,612,612
Tee,11377842_114568232209711_1777354668_n.jpg,174,209,402,609,612,612
Tee,11377842_114568232209711_1777354668_n.jpg,407,332,612,612,612,612
Handbag,11378492_416091168570844_76872085_n.jpg,194,333,335,438,612,612
Sweater,11378492_416091168570844_76872085_n.jpg,244,93,366,263,612,612
Jeans,11378492_416091168570844_76872085_n.jpg,268,214,402,503,612,612
High heels,11378492_416091168570844_76872085_n.jpg,311,488,370,579,612,612
High heels,11378492_416091168570844_76872085_n.jpg,360,500,407,590,612,612
Tee,11378916_1132289100131473_889104204_n.jpg,255,311,477,525,612,612
Jacket,11378916_1132289100131473_889104204_n.jpg,0,227,562,524,612,612
Sunglasses,11378938_947411601989471_535955155_n.jpg,141,58,192,79,640,640
Sunglasses,11378938_947411601989471_535955155_n.jpg,386,48,454,75,640,640
Skirt,11378938_947411601989471_535955155_n.jpg,105,270,231,380,640,640
Skirt,11378938_947411601989471_535955155_n.jpg,327,336,529,494,640,640
Handbag,11378938_947411601989471_535955155_n.jpg,81,296,142,341,640,640
Sweater,11378938_947411601989471_535955155_n.jpg,96,111,227,287,640,640
Sweater,11378938_947411601989471_535955155_n.jpg,309,139,591,359,640,640
High heels,11378938_947411601989471_535955155_n.jpg,100,543,156,607,640,640
High heels,11378938_947411601989471_535955155_n.jpg,154,540,220,606,640,640
Shirt,11378606_690618064417109_451604126_n.jpg,71,232,249,419,612,612
Shirt,11378606_690618064417109_451604126_n.jpg,280,171,554,549,612,612
Tee,11378606_690618064417109_451604126_n.jpg,57,138,210,250,612,612
Tee,11378606_690618064417109_451604126_n.jpg,358,178,531,411,612,612
Shorts,11378606_690618064417109_451604126_n.jpg,119,269,203,360,612,612
Shorts,11378606_690618064417109_451604126_n.jpg,362,382,565,534,612,612
Footwear,11378606_690618064417109_451604126_n.jpg,83,505,141,578,612,612
Footwear,11378606_690618064417109_451604126_n.jpg,145,503,181,582,612,612
Blazer,11379748_986418378037496_1917825144_n.jpg,186,357,559,639,640,640
Shirt,11379748_986418378037496_1917825144_n.jpg,240,330,430,491,640,640
Sunglasses,11379055_112765192391681_1763237414_n.jpg,76,124,254,195,612,612
Sunglasses,11379055_112765192391681_1763237414_n.jpg,71,427,232,494,612,612
Sunglasses,11379055_112765192391681_1763237414_n.jpg,388,114,540,178,612,612
Sunglasses,11379055_112765192391681_1763237414_n.jpg,371,423,531,496,612,612
Tank,11380801_1466236400357828_470856140_n.jpg,33,75,143,296,640,640
Tank,11380801_1466236400357828_470856140_n.jpg,16,407,146,633,640,640
Tank,11380801_1466236400357828_470856140_n.jpg,228,160,471,619,640,640
Tank,11380801_1466236400357828_470856140_n.jpg,502,393,613,622,640,640
Tank,11380801_1466236400357828_470856140_n.jpg,516,73,620,276,640,640
Sunglasses,11379098_434816026698948_588511103_n.jpg,254,233,265,241,640,640
Sunglasses,11379098_434816026698948_588511103_n.jpg,467,260,493,274,640,640
Sunglasses,11379098_434816026698948_588511103_n.jpg,512,260,527,272,640,640
Jeans,11379098_434816026698948_588511103_n.jpg,438,366,491,472,640,640
Tee,11379098_434816026698948_588511103_n.jpg,189,255,286,370,640,640
Tee,11379098_434816026698948_588511103_n.jpg,441,282,504,367,640,640
Tee,11379098_434816026698948_588511103_n.jpg,499,286,545,384,640,640
Tee,11379098_434816026698948_588511103_n.jpg,373,276,430,377,640,640
Shorts,11379098_434816026698948_588511103_n.jpg,365,371,439,425,640,640
Shorts,11379098_434816026698948_588511103_n.jpg,495,368,547,425,640,640
Trousers,11379098_434816026698948_588511103_n.jpg,213,362,278,492,640,640
Footwear,11379098_434816026698948_588511103_n.jpg,458,460,488,511,640,640
Footwear,11379098_434816026698948_588511103_n.jpg,476,459,502,509,640,640
Jacket,11379098_434816026698948_588511103_n.jpg,341,274,466,365,640,640
Handbag,11380836_1857974344428317_142930928_n.jpg,363,271,455,350,640,640
Sweater,11380836_1857974344428317_142930928_n.jpg,228,100,411,297,640,640
Trousers,11380836_1857974344428317_142930928_n.jpg,239,217,381,512,640,640
High heels,11380836_1857974344428317_142930928_n.jpg,327,522,399,627,640,640
High heels,11380836_1857974344428317_142930928_n.jpg,286,544,342,640,640,640
Tee,11379237_843470662354997_572757986_n.jpg,70,78,217,255,640,640
Shorts,11379237_843470662354997_572757986_n.jpg,105,236,244,364,640,640
Sunglasses,11380854_942649019091211_1212889783_n.jpg,208,308,251,327,640,640
Headwear,11380854_942649019091211_1212889783_n.jpg,204,286,248,325,640,640
Sweater,11380854_942649019091211_1212889783_n.jpg,174,341,271,462,640,640
Jeans,11380854_942649019091211_1212889783_n.jpg,186,454,276,546,640,640
Tee,11380854_942649019091211_1212889783_n.jpg,188,436,256,469,640,640
Footwear,11380854_942649019091211_1212889783_n.jpg,193,530,242,639,640,640
Footwear,11380854_942649019091211_1212889783_n.jpg,248,532,301,635,640,640
Sunglasses,11379280_504290813058490_934671447_n.jpg,302,152,359,175,640,640
Handbag,11379280_504290813058490_934671447_n.jpg,238,294,332,369,640,640
Romper,11379280_504290813058490_934671447_n.jpg,280,195,389,377,640,640
High heels,11379280_504290813058490_934671447_n.jpg,269,522,304,592,640,640
High heels,11379280_504290813058490_934671447_n.jpg,316,508,348,573,640,640
Sunglasses,11379999_1642326109389732_1473499853_n.jpg,402,123,440,139,640,640
Top,11379999_1642326109389732_1473499853_n.jpg,367,312,430,331,640,640
Handbag,11379999_1642326109389732_1473499853_n.jpg,327,296,348,337,640,640
Headwear,11379999_1642326109389732_1473499853_n.jpg,393,88,453,149,640,640
Sweater,11379999_1642326109389732_1473499853_n.jpg,374,172,456,335,640,640
Jeans,11379999_1642326109389732_1473499853_n.jpg,361,332,451,557,640,640
Footwear,11379999_1642326109389732_1473499853_n.jpg,384,539,409,595,640,640
Footwear,11379999_1642326109389732_1473499853_n.jpg,399,552,433,609,640,640
Jacket,11379999_1642326109389732_1473499853_n.jpg,320,167,510,392,640,640
Brassiere,11380191_1687216298231473_1682857301_n.jpg,140,189,249,271,439,439
Jeans,11380191_1687216298231473_1682857301_n.jpg,140,324,260,438,439,439
Leggings,11379282_835385486535818_1878208950_n.jpg,118,344,244,549,640,640
Sweater,11379282_835385486535818_1878208950_n.jpg,166,127,298,390,640,640
Footwear,11379282_835385486535818_1878208950_n.jpg,48,536,146,606,640,640
Footwear,11379282_835385486535818_1878208950_n.jpg,151,542,241,615,640,640
Sunglasses,11380955_404909256367577_183614624_n.jpg,317,23,417,74,612,612
Handbag,11380955_404909256367577_183614624_n.jpg,147,349,308,499,612,612
Dress,11380955_404909256367577_183614624_n.jpg,229,191,397,612,612,612
Jacket,11380955_404909256367577_183614624_n.jpg,103,117,511,612,612,612
Sunglasses,11380865_730971143697559_20067607_n.jpg,197,133,290,180,1080,1080
Sunglasses,11380865_730971143697559_20067607_n.jpg,620,130,721,176,1080,1080
Sunglasses,11380865_730971143697559_20067607_n.jpg,841,147,947,221,1080,1080
Headwear,11380865_730971143697559_20067607_n.jpg,306,79,518,208,1080,1080
Headwear,11380865_730971143697559_20067607_n.jpg,564,76,770,200,1080,1080
Dress,11380865_730971143697559_20067607_n.jpg,95,220,350,982,1080,1080
Dress,11380865_730971143697559_20067607_n.jpg,540,249,794,678,1080,1080
Cardigan,11380865_730971143697559_20067607_n.jpg,268,217,558,597,1080,1080
Blouse,11380865_730971143697559_20067607_n.jpg,352,271,509,476,1080,1080
Romper,11380865_730971143697559_20067607_n.jpg,744,297,966,694,1080,1080
Shorts,11380865_730971143697559_20067607_n.jpg,326,453,529,593,1080,1080
Footwear,11380865_730971143697559_20067607_n.jpg,205,974,289,1029,1080,1080
Footwear,11380865_730971143697559_20067607_n.jpg,278,951,354,1008,1080,1080
Footwear,11380865_730971143697559_20067607_n.jpg,388,893,486,999,1080,1080
Footwear,11380865_730971143697559_20067607_n.jpg,335,885,395,966,1080,1080
Footwear,11380865_730971143697559_20067607_n.jpg,508,984,596,1046,1080,1080
Footwear,11380865_730971143697559_20067607_n.jpg,616,933,670,1034,1080,1080
Footwear,11380865_730971143697559_20067607_n.jpg,763,976,888,1045,1080,1080
Tee,11380963_1640607972843406_1495593609_n.jpg,239,286,414,640,640,640
Jacket,11380963_1640607972843406_1495593609_n.jpg,6,212,618,634,640,640
Sweatshorts,11410402_1012233738796480_1557577908_n.jpg,371,878,584,1008,1080,1080
Jacket,11410402_1012233738796480_1557577908_n.jpg,397,389,837,956,1080,1080
Coat,11380946_827875040636369_1146573123_n.jpg,255,127,412,416,640,640
Handbag,11380946_827875040636369_1146573123_n.jpg,221,203,292,268,640,640
Sweater,11380946_827875040636369_1146573123_n.jpg,289,159,338,243,640,640
Blouse,11380946_827875040636369_1146573123_n.jpg,272,244,339,331,640,640
Trousers,11380946_827875040636369_1146573123_n.jpg,279,316,351,510,640,640
High heels,11380946_827875040636369_1146573123_n.jpg,291,520,332,610,640,640
High heels,11380946_827875040636369_1146573123_n.jpg,333,505,369,587,640,640
Top,11417278_1441214502853409_890901756_n.jpg,82,158,398,348,640,640
Skirt,11417278_1441214502853409_890901756_n.jpg,102,305,278,492,640,640
Headwear,11385124_466478363518036_645451298_n.jpg,237,168,282,219,612,612
Sweater,11385124_466478363518036_645451298_n.jpg,309,236,346,328,612,612
Jeans,11385124_466478363518036_645451298_n.jpg,226,324,393,492,612,612
Jeans,11385124_466478363518036_645451298_n.jpg,177,325,233,390,612,612
Footwear,11385124_466478363518036_645451298_n.jpg,205,467,259,543,612,612
Footwear,11385124_466478363518036_645451298_n.jpg,342,481,398,566,612,612
Footwear,11385124_466478363518036_645451298_n.jpg,165,400,236,431,612,612
Jacket,11385124_466478363518036_645451298_n.jpg,219,240,292,387,612,612
Jacket,11385124_466478363518036_645451298_n.jpg,272,198,420,400,612,612
Jacket,11385126_406504496226300_634570002_n.jpg,43,234,417,637,640,640
Jacket,11385126_406504496226300_634570002_n.jpg,0,301,88,640,640,640
Jacket,11385126_406504496226300_634570002_n.jpg,376,65,640,636,640,640
Tank,11417447_375740382624283_1994406916_n.jpg,645,129,796,406,1080,1080
Tank,11417447_375740382624283_1994406916_n.jpg,249,669,413,952,1080,1080
Tank,11417447_375740382624283_1994406916_n.jpg,646,683,803,943,1080,1080
Tee,11417447_375740382624283_1994406916_n.jpg,228,132,436,413,1080,1080
Sweatpants,11417447_375740382624283_1994406916_n.jpg,651,358,799,413,1080,1080
Sweatpants,11417447_375740382624283_1994406916_n.jpg,646,919,808,969,1080,1080
Sunglasses,11419216_1001853013161130_1753271490_n.jpg,227,312,300,341,640,640
Sunglasses,11419216_1001853013161130_1753271490_n.jpg,347,305,411,340,640,640
Tee,11419216_1001853013161130_1753271490_n.jpg,132,319,270,528,640,640
Dress,11419216_1001853013161130_1753271490_n.jpg,309,346,414,506,640,640
Shirt,11420452_1662353334000231_1754453034_n.jpg,61,35,537,822,1080,1080
Tee,11420452_1662353334000231_1754453034_n.jpg,221,490,412,826,1080,1080
Sunglasses,11420733_411335079066792_969440261_n.jpg,581,91,685,135,1080,1080
Handbag,11420733_411335079066792_969440261_n.jpg,600,320,744,458,1080,1080
Dress,11420733_411335079066792_969440261_n.jpg,273,579,485,925,1080,1080
Dress,11420733_411335079066792_969440261_n.jpg,429,186,750,979,1080,1080
Footwear,11420733_411335079066792_969440261_n.jpg,247,969,303,1053,1080,1080
Footwear,11420733_411335079066792_969440261_n.jpg,358,926,440,993,1080,1080
Footwear,11420733_411335079066792_969440261_n.jpg,646,865,721,1055,1080,1080
Footwear,11420733_411335079066792_969440261_n.jpg,576,953,665,1012,1080,1080
Belt,11420890_652162291552553_885831601_n.jpg,229,533,412,578,640,640
Jeans,11420890_652162291552553_885831601_n.jpg,174,561,488,640,640,640
Tee,11420890_652162291552553_885831601_n.jpg,94,22,542,560,640,640
Luggage and bags,11421945_920229891376330_1491970044_n.jpg,294,275,327,356,640,640
Jeans,11421945_920229891376330_1491970044_n.jpg,320,328,407,510,640,640
Tee,11421945_920229891376330_1491970044_n.jpg,358,253,406,329,640,640
Footwear,11421945_920229891376330_1491970044_n.jpg,330,514,359,562,640,640
Footwear,11421945_920229891376330_1491970044_n.jpg,378,513,405,560,640,640
Jacket,11421945_920229891376330_1491970044_n.jpg,223,201,484,419,640,640
Hoodie,11424436_381800742023200_1546435156_n.jpg,0,480,640,640,640,640
Headwear,11385606_686666581437613_1714519683_n.jpg,275,156,362,208,612,612
Blouse,11385606_686666581437613_1714519683_n.jpg,255,227,370,380,612,612
Trousers,11385606_686666581437613_1714519683_n.jpg,283,330,363,521,612,612
Footwear,11385606_686666581437613_1714519683_n.jpg,298,548,326,587,612,612
Footwear,11385606_686666581437613_1714519683_n.jpg,321,554,353,591,612,612
Top,11424600_1637264599842269_1399441438_n.jpg,227,170,409,410,640,640
Leggings,11424600_1637264599842269_1399441438_n.jpg,223,379,389,638,640,640
Sunglasses,11386412_938766882854485_166284754_n.jpg,483,28,536,57,612,612
Headwear,11386412_938766882854485_166284754_n.jpg,64,0,145,46,612,612
Tee,11386412_938766882854485_166284754_n.jpg,441,88,612,366,612,612
Tee,11386412_938766882854485_166284754_n.jpg,34,92,205,315,612,612
Tee,11386412_938766882854485_166284754_n.jpg,237,87,400,293,612,612
Shorts,11386412_938766882854485_166284754_n.jpg,256,279,382,320,612,612
Sweatpants,11386412_938766882854485_166284754_n.jpg,37,291,198,532,612,612
High heels,11386412_938766882854485_166284754_n.jpg,455,500,511,606,612,612
High heels,11386412_938766882854485_166284754_n.jpg,528,504,581,607,612,612
Footwear,11386412_938766882854485_166284754_n.jpg,47,514,113,603,612,612
Footwear,11386412_938766882854485_166284754_n.jpg,123,507,191,606,612,612
Footwear,11386412_938766882854485_166284754_n.jpg,262,508,319,612,612,612
Footwear,11386412_938766882854485_166284754_n.jpg,331,507,383,609,612,612
Swimwear,11427272_1734076383486904_1471878721_n.jpg,55,369,108,433,756,532
Swimwear,11427272_1734076383486904_1471878721_n.jpg,111,358,150,413,756,532
Swimwear,11427272_1734076383486904_1471878721_n.jpg,162,360,218,413,756,532
Swimwear,11427272_1734076383486904_1471878721_n.jpg,233,361,273,412,756,532
Swimwear,11427272_1734076383486904_1471878721_n.jpg,298,356,339,410,756,532
Swimwear,11427272_1734076383486904_1471878721_n.jpg,346,363,389,414,756,532
Swimwear,11427272_1734076383486904_1471878721_n.jpg,449,353,480,399,756,532
Swimwear,11427272_1734076383486904_1471878721_n.jpg,543,357,582,388,756,532
Swimwear,11427272_1734076383486904_1471878721_n.jpg,650,346,700,406,756,532
Skirt,11386441_894623907265660_603203170_n.jpg,6,255,185,408,640,640
Skirt,11386441_894623907265660_603203170_n.jpg,468,214,598,408,640,640
Handbag,11386441_894623907265660_603203170_n.jpg,457,331,527,389,640,640
Dress,11386441_894623907265660_603203170_n.jpg,265,83,410,452,640,640
Blouse,11386441_894623907265660_603203170_n.jpg,81,112,134,266,640,640
Blouse,11386441_894623907265660_603203170_n.jpg,473,81,590,231,640,640
High heels,11386441_894623907265660_603203170_n.jpg,268,530,325,608,640,640
High heels,11386441_894623907265660_603203170_n.jpg,351,557,418,638,640,640
High heels,11386441_894623907265660_603203170_n.jpg,489,551,556,627,640,640
High heels,11386441_894623907265660_603203170_n.jpg,563,546,625,636,640,640
Footwear,11386441_894623907265660_603203170_n.jpg,0,572,85,640,640,640
Footwear,11386441_894623907265660_603203170_n.jpg,86,580,145,640,640,640
Jacket,11386441_894623907265660_603203170_n.jpg,14,61,193,298,640,640
Blouse,11809889_1627436924197040_1255333885_n.jpg,469,604,1018,973,1080,1080
Jacket,11410373_1077260712385204_9051820413008478208_n.jpg,189,206,998,718,1080,718
_Underwear,11810003_740161096127394_2086024746_n.jpg,200,537,497,715,720,720
Handbag,11428597_1423029848021171_188425321_n.jpg,163,347,222,397,640,640
Dress,11428597_1423029848021171_188425321_n.jpg,145,164,246,425,640,640
Dress,11428597_1423029848021171_188425321_n.jpg,365,155,519,411,640,640
High heels,11428597_1423029848021171_188425321_n.jpg,110,538,174,612,640,640
High heels,11428597_1423029848021171_188425321_n.jpg,191,540,250,615,640,640
High heels,11428597_1423029848021171_188425321_n.jpg,409,554,476,619,640,640
High heels,11428597_1423029848021171_188425321_n.jpg,478,535,537,605,640,640
Blazer,11809917_392830937581298_525186805_n.jpg,334,133,455,512,588,588
Skirt,11809917_392830937581298_525186805_n.jpg,179,320,405,543,588,588
Handbag,11809917_392830937581298_525186805_n.jpg,114,505,186,587,588,588
Blouse,11809917_392830937581298_525186805_n.jpg,141,126,395,470,588,588
Sweater,11820561_1446769555651527_1166882899_n.jpg,281,79,367,436,640,640
Tee,11820561_1446769555651527_1166882899_n.jpg,254,421,499,537,640,640
Sweatpants,11820561_1446769555651527_1166882899_n.jpg,252,474,498,636,640,640
Jacket,11820561_1446769555651527_1166882899_n.jpg,203,7,597,427,640,640
Coat,11821055_1026563527355296_1816645577_n.jpg,108,60,606,681,682,682
Trousers,11821055_1026563527355296_1816645577_n.jpg,256,578,351,678,682,682
Handbag,11809999_913637095375932_442618939_n.jpg,288,448,339,553,1080,1080
Sweater,11809999_913637095375932_442618939_n.jpg,201,192,741,481,1080,1080
Trousers,11809999_913637095375932_442618939_n.jpg,314,470,525,847,1080,1080
Footwear,11809999_913637095375932_442618939_n.jpg,277,874,342,945,1080,1080
Footwear,11809999_913637095375932_442618939_n.jpg,470,880,529,1007,1080,1080
Jacket,11809999_913637095375932_442618939_n.jpg,328,185,569,625,1080,1080
Jeans,11821185_827391787383745_706496155_n.jpg,83,502,146,770,1080,1080
Jeans,11821185_827391787383745_706496155_n.jpg,338,505,452,749,1080,1080
Jeans,11821185_827391787383745_706496155_n.jpg,634,517,756,770,1080,1080
Jeans,11821185_827391787383745_706496155_n.jpg,962,503,1006,776,1080,1080
Blouse,11821185_827391787383745_706496155_n.jpg,311,396,458,552,1080,1080
Blouse,11821185_827391787383745_706496155_n.jpg,628,397,770,541,1080,1080
Blouse,11821185_827391787383745_706496155_n.jpg,955,390,1012,514,1080,1080
Blouse,11821185_827391787383745_706496155_n.jpg,83,396,135,534,1080,1080
Handbag,11428651_111194895886944_1137829301_n.jpg,600,530,634,609,640,640
Tee,11428651_111194895886944_1137829301_n.jpg,133,264,277,416,640,640
Tee,11428651_111194895886944_1137829301_n.jpg,387,269,536,401,640,640
